,ID_product,Article,Brand,Product_group,Mark,Manager_Marketing,Manager_Supply,ABC_XYZ,Brand_id,Manager_id,Product_group_id,Mark_id
44,137920,DW-7072,Warhog,Death Lamps,obsolete,Pete the Scab,Captain Herzog,CZ,9,2.0,5,1
45,35938,DW-98151,Warhog,Death Lamps,obsolete,Pete the Scab,Captain Herzog,CZ,9,2.0,5,1
46,106054,IW-645368,Warhog,Itchers,obsolete,Pete the Scab,Captain Herzog,CZ,9,2.0,7,1
47,173818,IW-388110,Warhog,Itchers,obsolete,Pete the Scab,Captain Herzog,CZ,9,2.0,7,1
48,50770,DW-7001,Warhog,Death Lamps,regular,Pete the Scab,Captain Herzog,BX,9,2.0,5,2
49,176372,IW-628872,Warhog,Itchers,special,Pete the Scab,Captain Herzog,CY,9,2.0,7,3
50,5724,WG-2438,Grunt,Witch Jelly,regular,Lucky Carter,Captain Quarterblad,AY,2,0.0,11,2
51,79673,BB-637803,Bandit,Black Sprays,regular,Pete the Scab,Dr. Valentine Pilman,CX,0,2.0,2,2
52,148954,DW-842660,Warhog,Death Lamps,obsolete,Pete the Scab,Captain Herzog,CY,9,2.0,5,1
53,60442,DB-4287,Bandit,Death Lamps,regular,Pete the Scab,Dr. Valentine Pilman,CX,0,2.0,5,2
54,15600,IW-6032,Warhog,Itchers,regular,Pete the Scab,Captain Herzog,BX,9,2.0,7,2
55,184810,IT-4071,Turboshark,Itchers,regular,Pete the Scab,Dr. Valentine Pilman,CY,8,2.0,7,2
56,112987,DR-2767,Ruberoid,Death Lamps,regular,Pete the Scab,Dr. Valentine Pilman,AX,6,2.0,5,2
57,186197,BG-67302,Grunt,Batteries,obsolete,Lucky Carter,Captain Quarterblad,CZ,2,0.0,0,1
58,118127,DW-87035,Warhog,Death Lamps,regular,Pete the Scab,Captain Herzog,AX,9,2.0,5,2
59,48736,BW-7655,Warhog,Black Sprays,obsolete,Pete the Scab,Captain Herzog,CY,9,2.0,2,1
60,125246,BR-5652,Ruberoid,Batteries,obsolete,Pete the Scab,Dr. Valentine Pilman,CZ,6,2.0,0,1
61,57909,IT-9981,Turboshark,Itchers,special,Pete the Scab,Dr. Valentine Pilman,CZ,8,2.0,7,3
62,197350,BB-708741,Bandit,Black Sprays,obsolete,Pete the Scab,Dr. Valentine Pilman,CZ,0,2.0,2,1
63,86576,DW-567757,Warhog,Death Lamps,special,Pete the Scab,Captain Herzog,CZ,9,2.0,5,3
64,182121,DT-2163,Turboshark,Death Lamps,special,Pete the Scab,Dr. Valentine Pilman,CZ,8,2.0,5,3
65,53115,DT-158211,Turboshark,Death Lamps,special,Pete the Scab,Dr. Valentine Pilman,CZ,8,2.0,5,3
66,125810,BR-50575,Ruberoid,Batteries,regular,Pete the Scab,Dr. Valentine Pilman,CZ,6,2.0,0,2
67,100700,IT-004805,Turboshark,Itchers,obsolete,Pete the Scab,Dr. Valentine Pilman,CZ,8,2.0,7,1
68,82132,BR-127441,Ruberoid,Batteries,regular,Pete the Scab,Dr. Valentine Pilman,CY,6,2.0,0,2
69,70142,IT-12556,Turboshark,Itchers,regular,Pete the Scab,Dr. Valentine Pilman,CY,8,2.0,7,2
70,65844,IT-84246,Turboshark,Itchers,obsolete,Pete the Scab,Dr. Valentine Pilman,CX,8,2.0,7,1
71,156977,EB-67445,Bandit,Empties,regular,Pete the Scab,Dr. Valentine Pilman,AX,0,2.0,6,2
72,93409,DR-49702,Ruberoid,Death Lamps,regular,Pete the Scab,Dr. Valentine Pilman,BZ,6,2.0,5,2
73,144751,BR-41286,Ruberoid,Batteries,special,Pete the Scab,Dr. Valentine Pilman,CZ,6,2.0,0,3
74,17032,DR-0237,Ruberoid,Death Lamps,regular,Pete the Scab,Dr. Valentine Pilman,CY,6,2.0,5,2
75,13660,EB-601307,Bandit,Empties,special,Pete the Scab,Dr. Valentine Pilman,CZ,0,2.0,6,3
76,150908,IT-08262,Turboshark,Itchers,obsolete,Pete the Scab,Dr. Valentine Pilman,CX,8,2.0,7,1
77,114530,BB-4011,Bandit,Black Sprays,regular,Pete the Scab,Dr. Valentine Pilman,CX,0,2.0,2,2
78,19514,BB-541153,Bandit,Black Sprays,special,Pete the Scab,Dr. Valentine Pilman,CZ,0,2.0,2,3
79,97462,DT-426216,Turboshark,Death Lamps,special,Pete the Scab,Dr. Valentine Pilman,CZ,8,2.0,5,3
80,126469,DR-6935,Ruberoid,Death Lamps,special,Pete the Scab,Dr. Valentine Pilman,CZ,6,2.0,5,3
81,142272,LR-222337,Ruberoid,Lobster Eyes,special,Pete the Scab,Dr. Valentine Pilman,CZ,6,2.0,8,3
82,109453,IT-934274,Turboshark,Itchers,obsolete,Pete the Scab,Dr. Valentine Pilman,CZ,8,2.0,7,1
83,51223,IT-23030,Turboshark,Itchers,regular,Pete the Scab,Dr. Valentine Pilman,CZ,8,2.0,7,2
84,20202,BT-224331,Turboshark,Batteries,special,Pete the Scab,Dr. Valentine Pilman,CZ,8,2.0,0,3
85,21133,IT-13308,Turboshark,Itchers,obsolete,Pete the Scab,Dr. Valentine Pilman,CZ,8,2.0,7,1
86,187147,IT-77603,Turboshark,Itchers,regular,Pete the Scab,Dr. Valentine Pilman,CY,8,2.0,7,2
87,160389,EB-0958,Bandit,Empties,regular,Pete the Scab,Dr. Valentine Pilman,CY,0,2.0,6,2
88,65287,IT-27861,Turboshark,Itchers,regular,Pete the Scab,Dr. Valentine Pilman,CY,8,2.0,7,2
89,53387,DT-370525,Turboshark,Death Lamps,obsolete,Pete the Scab,Dr. Valentine Pilman,CZ,8,2.0,5,1
90,123077,IT-37606,Turboshark,Itchers,obsolete,Pete the Scab,Dr. Valentine Pilman,CY,8,2.0,7,1
91,141507,BT-173888,Turboshark,Batteries,obsolete,Pete the Scab,Dr. Valentine Pilman,CZ,8,2.0,0,1
92,107649,EB-795782,Bandit,Empties,special,Pete the Scab,Dr. Valentine Pilman,CZ,0,2.0,6,3
93,5076,IT-7616,Turboshark,Itchers,obsolete,Pete the Scab,Dr. Valentine Pilman,CX,8,2.0,7,1
94,168540,BT-80523,Turboshark,Batteries,regular,Pete the Scab,Dr. Valentine Pilman,CZ,8,2.0,0,2
95,179324,DT-947540,Turboshark,Death Lamps,regular,Pete the Scab,Dr. Valentine Pilman,AY,8,2.0,5,2
96,32690,DT-6071,Turboshark,Death Lamps,special,Pete the Scab,Dr. Valentine Pilman,CZ,8,2.0,5,3
97,32336,IT-361277,Turboshark,Itchers,regular,Pete the Scab,Dr. Valentine Pilman,CZ,8,2.0,7,2
98,94323,IT-333043,Turboshark,Itchers,special,Pete the Scab,Dr. Valentine Pilman,CZ,8,2.0,7,3
99,1753,DR-531432,Ruberoid,Death Lamps,regular,Pete the Scab,Dr. Valentine Pilman,BY,6,2.0,5,2
100,107268,DT-783252,Turboshark,Death Lamps,regular,Pete the Scab,Dr. Valentine Pilman,BX,8,2.0,5,2
101,157558,IT-78656,Turboshark,Itchers,regular,Pete the Scab,Dr. Valentine Pilman,CX,8,2.0,7,2
102,82924,IR-94184,Ruberoid,Itchers,regular,Pete the Scab,Dr. Valentine Pilman,CZ,6,2.0,7,2
103,145716,BW-5610,Warhog,Black Sprays,regular,Pete the Scab,Captain Herzog,CX,9,2.0,2,2
104,58541,DT-5142,Turboshark,Death Lamps,regular,Pete the Scab,Dr. Valentine Pilman,AY,8,2.0,5,2
105,127383,LT-7304,Turboshark,Lobster Eyes,obsolete,Pete the Scab,Dr. Valentine Pilman,CZ,8,2.0,8,1
106,31508,DR-5836,Ruberoid,Death Lamps,regular,Pete the Scab,Dr. Valentine Pilman,CX,6,2.0,5,2
107,90486,DT-4638,Turboshark,Death Lamps,special,Pete the Scab,Dr. Valentine Pilman,CZ,8,2.0,5,3
108,125117,DT-57557,Turboshark,Death Lamps,special,Pete the Scab,Dr. Valentine Pilman,CZ,8,2.0,5,3
109,85067,IR-072011,Ruberoid,Itchers,regular,Pete the Scab,Dr. Valentine Pilman,CZ,6,2.0,7,2
110,36539,BR-59757,Ruberoid,Batteries,special,Pete the Scab,Dr. Valentine Pilman,CZ,6,2.0,0,3
111,40538,IT-5844,Turboshark,Itchers,obsolete,Pete the Scab,Dr. Valentine Pilman,CX,8,2.0,7,1
112,182865,IT-2561,Turboshark,Itchers,special,Pete the Scab,Dr. Valentine Pilman,CZ,8,2.0,7,3
113,56491,DT-41112,Turboshark,Death Lamps,regular,Pete the Scab,Dr. Valentine Pilman,CZ,8,2.0,5,2
114,192697,IT-27270,Turboshark,Itchers,regular,Pete the Scab,Dr. Valentine Pilman,CZ,8,2.0,7,2
115,13581,DT-510830,Turboshark,Death Lamps,regular,Pete the Scab,Dr. Valentine Pilman,BY,8,2.0,5,2
116,21418,BR-4867,Ruberoid,Batteries,special,Pete the Scab,Dr. Valentine Pilman,CZ,6,2.0,0,3
117,193762,DR-325807,Ruberoid,Death Lamps,special,Pete the Scab,Dr. Valentine Pilman,CZ,6,2.0,5,3
118,138400,IW-8086,Warhog,Itchers,regular,Pete the Scab,Captain Herzog,BX,9,2.0,7,2
119,26397,IW-373080,Warhog,Itchers,special,Pete the Scab,Captain Herzog,CZ,9,2.0,7,3
120,184192,EB-4244,Bandit,Empties,special,Pete the Scab,Dr. Valentine Pilman,CZ,0,2.0,6,3
121,169733,IT-9352,Turboshark,Itchers,regular,Pete the Scab,Dr. Valentine Pilman,CY,8,2.0,7,2
122,101193,LT-1300,Turboshark,Lobster Eyes,regular,Pete the Scab,Dr. Valentine Pilman,CZ,8,2.0,8,2
123,6168,IR-686851,Ruberoid,Itchers,regular,Pete the Scab,Dr. Valentine Pilman,CZ,6,2.0,7,2
124,174970,BT-4045,Turboshark,Batteries,special,Pete the Scab,Dr. Valentine Pilman,CZ,8,2.0,0,3
125,150046,IT-065838,Turboshark,Itchers,obsolete,Pete the Scab,Dr. Valentine Pilman,CY,8,2.0,7,1
126,24004,BT-0456,Turboshark,Batteries,regular,Pete the Scab,Dr. Valentine Pilman,CY,8,2.0,0,2
127,105011,EB-5152,Bandit,Empties,special,Pete the Scab,Dr. Valentine Pilman,CZ,0,2.0,6,3
128,51821,BR-8107,Ruberoid,Batteries,special,Pete the Scab,Dr. Valentine Pilman,CZ,6,2.0,0,3
129,4609,IR-0944,Ruberoid,Itchers,regular,Pete the Scab,Dr. Valentine Pilman,CZ,6,2.0,7,2
130,85218,EB-28283,Bandit,Empties,special,Pete the Scab,Dr. Valentine Pilman,CZ,0,2.0,6,3
131,25053,DR-037860,Ruberoid,Death Lamps,regular,Pete the Scab,Dr. Valentine Pilman,CZ,6,2.0,5,2
132,103123,BT-336805,Turboshark,Batteries,regular,Pete the Scab,Dr. Valentine Pilman,CZ,8,2.0,0,2
133,123759,DR-391107,Ruberoid,Death Lamps,special,Pete the Scab,Dr. Valentine Pilman,CZ,6,2.0,5,3
134,89486,LT-46806,Turboshark,Lobster Eyes,regular,Pete the Scab,Dr. Valentine Pilman,CZ,8,2.0,8,2
135,127083,LT-7387,Turboshark,Lobster Eyes,obsolete,Pete the Scab,Dr. Valentine Pilman,CZ,8,2.0,8,1
136,64075,IR-0501,Ruberoid,Itchers,regular,Pete the Scab,Dr. Valentine Pilman,CZ,6,2.0,7,2
137,182991,DB-21021,Bandit,Death Lamps,regular,Pete the Scab,Dr. Valentine Pilman,BY,0,2.0,5,2
138,49917,LT-9742,Turboshark,Lobster Eyes,special,Pete the Scab,Dr. Valentine Pilman,CZ,8,2.0,8,3
139,42537,IT-5741,Turboshark,Itchers,regular,Pete the Scab,Dr. Valentine Pilman,CY,8,2.0,7,2
140,101430,DT-108344,Turboshark,Death Lamps,obsolete,Pete the Scab,Dr. Valentine Pilman,CZ,8,2.0,5,1
141,152956,DR-266454,Ruberoid,Death Lamps,regular,Pete the Scab,Dr. Valentine Pilman,BY,6,2.0,5,2
142,117065,DT-7545,Turboshark,Death Lamps,special,Pete the Scab,Dr. Valentine Pilman,CZ,8,2.0,5,3
143,178112,IT-82535,Turboshark,Itchers,obsolete,Pete the Scab,Dr. Valentine Pilman,CX,8,2.0,7,1
144,2283,BT-8365,Turboshark,Batteries,regular,Pete the Scab,Dr. Valentine Pilman,CX,8,2.0,0,2
145,105529,IR-5908,Ruberoid,Itchers,regular,Pete the Scab,Dr. Valentine Pilman,CZ,6,2.0,7,2
146,174096,BT-46010,Turboshark,Batteries,obsolete,Pete the Scab,Dr. Valentine Pilman,CZ,8,2.0,0,1
147,194836,IT-468601,Turboshark,Itchers,obsolete,Pete the Scab,Dr. Valentine Pilman,CZ,8,2.0,7,1
148,157341,BR-7105,Ruberoid,Batteries,regular,Pete the Scab,Dr. Valentine Pilman,CZ,6,2.0,0,2
149,110209,BR-093371,Ruberoid,Batteries,special,Pete the Scab,Dr. Valentine Pilman,CZ,6,2.0,0,3
150,60573,IT-5385,Turboshark,Itchers,special,Pete the Scab,Dr. Valentine Pilman,CZ,8,2.0,7,3
151,64139,IT-1985,Turboshark,Itchers,obsolete,Pete the Scab,Dr. Valentine Pilman,CZ,8,2.0,7,1
152,82706,IT-7684,Turboshark,Itchers,obsolete,Pete the Scab,Dr. Valentine Pilman,CY,8,2.0,7,1
153,129423,IT-93776,Turboshark,Itchers,regular,Pete the Scab,Dr. Valentine Pilman,CY,8,2.0,7,2
154,5121,BR-21661,Ruberoid,Batteries,regular,Pete the Scab,Dr. Valentine Pilman,CY,6,2.0,0,2
155,5547,DT-47317,Turboshark,Death Lamps,regular,Pete the Scab,Dr. Valentine Pilman,CZ,8,2.0,5,2
156,188461,DT-818214,Turboshark,Death Lamps,regular,Pete the Scab,Dr. Valentine Pilman,CZ,8,2.0,5,2
157,47097,DT-076556,Turboshark,Death Lamps,regular,Pete the Scab,Dr. Valentine Pilman,CX,8,2.0,5,2
158,67505,IT-55883,Turboshark,Itchers,obsolete,Pete the Scab,Dr. Valentine Pilman,CY,8,2.0,7,1
159,15900,LT-907345,Turboshark,Lobster Eyes,regular,Pete the Scab,Dr. Valentine Pilman,CX,8,2.0,8,2
160,146212,BR-6283,Ruberoid,Batteries,obsolete,Pete the Scab,Dr. Valentine Pilman,CZ,6,2.0,0,1
161,117443,IT-73425,Turboshark,Itchers,special,Pete the Scab,Dr. Valentine Pilman,CZ,8,2.0,7,3
162,198712,DT-82200,Turboshark,Death Lamps,special,Pete the Scab,Dr. Valentine Pilman,CZ,8,2.0,5,3
163,99991,BR-9132,Ruberoid,Batteries,regular,Pete the Scab,Dr. Valentine Pilman,CY,6,2.0,0,2
164,198784,BR-8481,Ruberoid,Batteries,special,Pete the Scab,Dr. Valentine Pilman,CZ,6,2.0,0,3
165,94051,IT-01226,Turboshark,Itchers,regular,Pete the Scab,Dr. Valentine Pilman,CZ,8,2.0,7,2
166,76780,IT-70608,Turboshark,Itchers,special,Pete the Scab,Dr. Valentine Pilman,CZ,8,2.0,7,3
167,149310,IW-90740,Warhog,Itchers,obsolete,Pete the Scab,Captain Herzog,CZ,9,2.0,7,1
168,66399,LT-39346,Turboshark,Lobster Eyes,special,Pete the Scab,Dr. Valentine Pilman,CZ,8,2.0,8,3
169,187037,IT-7753,Turboshark,Itchers,obsolete,Pete the Scab,Dr. Valentine Pilman,CZ,8,2.0,7,1
170,55676,IR-667206,Ruberoid,Itchers,special,Pete the Scab,Dr. Valentine Pilman,CZ,6,2.0,7,3
171,5767,BR-671416,Ruberoid,Batteries,special,Pete the Scab,Dr. Valentine Pilman,CZ,6,2.0,0,3
172,154215,IT-4556,Turboshark,Itchers,obsolete,Pete the Scab,Dr. Valentine Pilman,CZ,8,2.0,7,1
173,116401,DT-61885,Turboshark,Death Lamps,special,Pete the Scab,Dr. Valentine Pilman,CZ,8,2.0,5,3
174,7922,IT-226167,Turboshark,Itchers,obsolete,Pete the Scab,Dr. Valentine Pilman,CY,8,2.0,7,1
175,87540,LT-5040,Turboshark,Lobster Eyes,regular,Pete the Scab,Dr. Valentine Pilman,CY,8,2.0,8,2
176,69211,BR-21324,Ruberoid,Batteries,special,Pete the Scab,Dr. Valentine Pilman,CZ,6,2.0,0,3
177,71584,IT-54750,Turboshark,Itchers,regular,Pete the Scab,Dr. Valentine Pilman,CX,8,2.0,7,2
178,97067,IT-071066,Turboshark,Itchers,regular,Pete the Scab,Dr. Valentine Pilman,CX,8,2.0,7,2
179,94693,BR-63381,Ruberoid,Batteries,regular,Pete the Scab,Dr. Valentine Pilman,CZ,6,2.0,0,2
180,99693,DR-632612,Ruberoid,Death Lamps,regular,Pete the Scab,Dr. Valentine Pilman,CZ,6,2.0,5,2
181,103994,DW-345802,Warhog,Death Lamps,obsolete,Pete the Scab,Captain Herzog,CY,9,2.0,5,1
182,32628,IT-6871,Turboshark,Itchers,regular,Pete the Scab,Dr. Valentine Pilman,CY,8,2.0,7,2
183,33934,IT-94785,Turboshark,Itchers,obsolete,Pete the Scab,Dr. Valentine Pilman,CZ,8,2.0,7,1
184,36345,IT-3523,Turboshark,Itchers,regular,Pete the Scab,Dr. Valentine Pilman,CZ,8,2.0,7,2
185,198562,IR-8243,Ruberoid,Itchers,regular,Pete the Scab,Dr. Valentine Pilman,CY,6,2.0,7,2
186,1631,IR-310020,Ruberoid,Itchers,obsolete,Pete the Scab,Dr. Valentine Pilman,CZ,6,2.0,7,1
187,188624,IR-8461,Ruberoid,Itchers,special,Pete the Scab,Dr. Valentine Pilman,CZ,6,2.0,7,3
188,138939,BT-897624,Turboshark,Batteries,obsolete,Pete the Scab,Dr. Valentine Pilman,CX,8,2.0,0,1
189,110663,DT-03832,Turboshark,Death Lamps,regular,Pete the Scab,Dr. Valentine Pilman,AX,8,2.0,5,2
190,18103,IW-13867,Warhog,Itchers,regular,Pete the Scab,Captain Herzog,BX,9,2.0,7,2
191,172914,DW-241615,Warhog,Death Lamps,obsolete,Pete the Scab,Captain Herzog,CZ,9,2.0,5,1
192,101848,IR-1848,Ruberoid,Itchers,special,Pete the Scab,Dr. Valentine Pilman,CZ,6,2.0,7,3
193,64070,LT-006746,Turboshark,Lobster Eyes,special,Pete the Scab,Dr. Valentine Pilman,CZ,8,2.0,8,3
194,43603,IT-6310,Turboshark,Itchers,obsolete,Pete the Scab,Dr. Valentine Pilman,CX,8,2.0,7,1
195,104739,DT-497184,Turboshark,Death Lamps,regular,Pete the Scab,Dr. Valentine Pilman,BY,8,2.0,5,2
196,41550,BT-506218,Turboshark,Batteries,regular,Pete the Scab,Dr. Valentine Pilman,CZ,8,2.0,0,2
197,129627,DW-97366,Warhog,Death Lamps,regular,Pete the Scab,Captain Herzog,AX,9,2.0,5,2
198,70609,DW-6956,Warhog,Death Lamps,obsolete,Pete the Scab,Captain Herzog,CY,9,2.0,5,1
199,41767,DT-7747,Turboshark,Death Lamps,regular,Pete the Scab,Dr. Valentine Pilman,AX,8,2.0,5,2
200,106808,DW-680301,Warhog,Death Lamps,special,Pete the Scab,Captain Herzog,BY,9,2.0,5,3
201,180232,LT-020070,Turboshark,Lobster Eyes,regular,Pete the Scab,Dr. Valentine Pilman,BX,8,2.0,8,2
202,12570,BR-50507,Ruberoid,Batteries,special,Pete the Scab,Dr. Valentine Pilman,CZ,6,2.0,0,3
203,44674,IT-64855,Turboshark,Itchers,special,Pete the Scab,Dr. Valentine Pilman,CY,8,2.0,7,3
204,14609,IW-69557,Warhog,Itchers,regular,Pete the Scab,Captain Herzog,CX,9,2.0,7,2
205,41129,DW-196686,Warhog,Death Lamps,regular,Pete the Scab,Captain Herzog,BX,9,2.0,5,2
206,140611,IT-0112,Turboshark,Itchers,obsolete,Pete the Scab,Dr. Valentine Pilman,CZ,8,2.0,7,1
207,113910,DW-3031,Warhog,Death Lamps,obsolete,Pete the Scab,Captain Herzog,CX,9,2.0,5,1
208,80785,IW-75336,Warhog,Itchers,regular,Pete the Scab,Captain Herzog,CX,9,2.0,7,2
209,69959,IW-99415,Warhog,Itchers,regular,Pete the Scab,Captain Herzog,BX,9,2.0,7,2
210,124161,BT-4148,Turboshark,Batteries,special,Pete the Scab,Dr. Valentine Pilman,CZ,8,2.0,0,3
211,66355,DT-35265,Turboshark,Death Lamps,special,Pete the Scab,Dr. Valentine Pilman,CZ,8,2.0,5,3
212,197552,DF-724004,Fossa,Death Lamps,regular,Pete the Scab,Dr. Kirill Panov,CX,1,2.0,5,2
213,160795,IT-0585,Turboshark,Itchers,obsolete,Pete the Scab,Dr. Valentine Pilman,CY,8,2.0,7,1
214,109540,IT-904705,Turboshark,Itchers,obsolete,Pete the Scab,Dr. Valentine Pilman,CZ,8,2.0,7,1
215,47633,DF-635857,Fossa,Death Lamps,regular,Pete the Scab,Dr. Kirill Panov,CY,1,2.0,5,2
216,94796,DW-768272,Warhog,Death Lamps,obsolete,Pete the Scab,Captain Herzog,BX,9,2.0,5,1
217,77839,BW-895506,Warhog,Black Sprays,regular,Pete the Scab,Captain Herzog,CY,9,2.0,2,2
218,11026,IW-062701,Warhog,Itchers,obsolete,Pete the Scab,Captain Herzog,CZ,9,2.0,7,1
219,51567,IR-57247,Ruberoid,Itchers,regular,Pete the Scab,Dr. Valentine Pilman,CZ,6,2.0,7,2
220,58826,IW-86118,Warhog,Itchers,obsolete,Pete the Scab,Captain Herzog,CZ,9,2.0,7,1
221,163317,DW-37117,Warhog,Death Lamps,special,Pete the Scab,Captain Herzog,CZ,9,2.0,5,3
222,164989,LT-498180,Turboshark,Lobster Eyes,obsolete,Pete the Scab,Dr. Valentine Pilman,BZ,8,2.0,8,1
223,7837,IR-3746,Ruberoid,Itchers,special,Pete the Scab,Dr. Valentine Pilman,CZ,6,2.0,7,3
224,78281,IW-213132,Warhog,Itchers,special,Pete the Scab,Captain Herzog,CZ,9,2.0,7,3
225,174172,IW-420818,Warhog,Itchers,obsolete,Pete the Scab,Captain Herzog,CZ,9,2.0,7,1
226,143929,IT-391584,Turboshark,Itchers,regular,Pete the Scab,Dr. Valentine Pilman,CX,8,2.0,7,2
227,23226,IW-26816,Warhog,Itchers,special,Pete the Scab,Captain Herzog,CZ,9,2.0,7,3
228,48687,DW-676081,Warhog,Death Lamps,regular,Pete the Scab,Captain Herzog,BX,9,2.0,5,2
229,166342,IW-6273,Warhog,Itchers,obsolete,Pete the Scab,Captain Herzog,CZ,9,2.0,7,1
230,79488,DW-4882,Warhog,Death Lamps,regular,Pete the Scab,Captain Herzog,CY,9,2.0,5,2
231,7666,DF-664616,Fossa,Death Lamps,special,Pete the Scab,Dr. Kirill Panov,CZ,1,2.0,5,3
232,43600,IW-6008,Warhog,Itchers,obsolete,Pete the Scab,Captain Herzog,CZ,9,2.0,7,1
233,123625,IW-351084,Warhog,Itchers,special,Pete the Scab,Captain Herzog,CY,9,2.0,7,3
234,180758,IW-0832,Warhog,Itchers,special,Pete the Scab,Captain Herzog,CX,9,2.0,7,3
