ID_client,id_branch,Channel,Client_name,Channel_id
235810,12.0,Dealers,client-58691,2.0
81224,1.0,Manufacturers Resins,client-28046,7.0
79139,8.0,Manufacturers Resins,client-200669,7.0
146361,2.0,Dealers,client-150634,2.0
210599,1.0,Outlets,client-169651,9.0
165575,,Absent,client-163446,0.0
155053,6.0,Trading Houses,client-221383,10.0
164806,0.0,Absent,client-3071,0.0
69450,2.0,Dealers,client-70737,2.0
93066,3.0,Manufacturers Resins,client-77410,7.0
148714,,Absent,client-37398,0.0
218163,12.0,Dealers,client-166811,2.0
175024,11.0,Manufacturers Resins,client-20409,7.0
64749,2.0,Absent,client-99584,0.0
176131,3.0,Outlets,client-210049,9.0
235040,,Outlets,client-173105,9.0
151495,7.0,Developers,client-92631,3.0
79404,,Dealers,client-169314,2.0
156356,19.0,Wholesaler,client-122289,12.0
213562,3.0,Wholesaler,client-127711,12.0
206342,6.0,Dealers,client-90801,2.0
148662,9.0,Web Site,client-185278,11.0
224881,11.0,Wholesaler,client-75991,12.0
78555,15.0,Dealers,client-2665,2.0
86999,2.0,Developers,client-40338,3.0
125230,7.0,Outlets,client-200414,9.0
117255,13.0,Dealers,client-195170,2.0
180438,15.0,Outlets,client-56764,9.0
149551,9.0,Dealers,client-188299,2.0
244963,,Absent,client-44975,0.0
210099,8.0,Manufacturers NPK,client-100713,6.0
202745,9.0,Trading Houses,client-104783,10.0
194553,12.0,Dealers,client-174141,2.0
108428,7.0,Outlets,client-81760,9.0
202154,8.0,Manufacturers Resins,client-158781,7.0
112996,9.0,Dealers,client-2342,2.0
249145,23.0,Outlets,client-43887,9.0
201609,15.0,Developers,client-103593,3.0
163417,13.0,Hardware,client-112317,4.0
244404,5.0,Absent,client-88566,0.0
242980,2.0,Absent,client-37911,0.0
161128,5.0,Dealers,client-11087,2.0
153283,3.0,Developers,client-25129,3.0
95692,6.0,Developers,client-220332,3.0
113734,,Absent,client-119214,0.0
92520,12.0,Dealers,client-161864,2.0
209040,,Absent,client-218545,0.0
208713,20.0,Dealers,client-75757,2.0
106545,1.0,Dealers,client-113311,2.0
245526,2.0,Dealers,client-192195,2.0
170227,0.0,Absent,client-152624,0.0
108633,9.0,Trading Houses,client-53412,10.0
225787,,Absent,client-96150,0.0
137984,9.0,Trading Houses,client-82384,10.0
57578,0.0,Absent,client-16348,0.0
241980,23.0,Wholesaler,client-91680,12.0
178076,7.0,Manufacturers NPK,client-77003,6.0
212201,12.0,Manufacturers Resins,client-162221,7.0
202111,22.0,Manufacturers Resins,client-180651,7.0
117590,23.0,Manufacturers Resins,client-119404,7.0
119460,,Outlets,client-50308,9.0
141346,6.0,Dealers,client-181128,2.0
205747,,Dealers,client-105861,2.0
209409,,Absent,client-67497,0.0
160052,12.0,Dealers,client-154761,2.0
178075,4.0,Absent,client-50413,0.0
64012,20.0,Dealers,client-220329,2.0
110879,,Outlets,client-73501,9.0
51625,4.0,Trading Houses,client-7506,10.0
247740,4.0,Hardware,client-85033,4.0
118868,7.0,Dealers,client-126689,2.0
210245,8.0,Developers,client-59739,3.0
205867,,Dealers,client-208428,2.0
80774,6.0,Dealers,client-198071,2.0
89375,6.0,Manufacturers Resins,client-164511,7.0
234560,9.0,Outlets,client-139152,9.0
93498,2.0,Dealers,client-204006,2.0
140329,8.0,Manufacturers NH3,client-70255,5.0
74860,7.0,Manufacturers Resins,client-88224,7.0
71665,6.0,Outlets,client-199862,9.0
132020,4.0,Dealers,client-140932,2.0
204115,18.0,Outlets,client-20168,9.0
190825,8.0,Manufacturers NH3,client-151380,5.0
101159,1.0,Manufacturers NPK,client-194400,6.0
87804,2.0,Developers,client-24471,3.0
117479,,Manufacturers Resins,client-133665,7.0
69687,,Developers,client-94474,3.0
103462,3.0,Dealers,client-40429,2.0
91449,0.0,Absent,client-81695,0.0
146835,4.0,Manufacturers Resins,client-192107,7.0
132280,20.0,Absent,client-171644,0.0
170657,1.0,Outlets,client-171761,9.0
210597,,Absent,client-157726,0.0
172764,,Absent,client-191324,0.0
54421,,Wholesaler,client-150807,12.0
205425,,Dealers,client-205794,2.0
118092,7.0,Manufacturers NPK,client-22768,6.0
71052,6.0,Manufacturers Resins,client-125523,7.0
52343,8.0,Developers,client-106105,3.0
79381,9.0,Trading Houses,client-22021,10.0
242338,8.0,Manufacturers NPK,client-156990,6.0
114261,18.0,Dealers,client-17079,2.0
67762,6.0,Outlets,client-52400,9.0
109544,4.0,Hardware,client-141351,4.0
53214,15.0,Trading Houses,client-32722,10.0
105290,,Absent,client-164245,0.0
223997,2.0,Developers,client-143055,3.0
149976,0.0,Absent,client-210394,0.0
178620,13.0,Outlets,client-131769,9.0
56025,,Dealers,client-107700,2.0
175375,13.0,Outlets,client-7525,9.0
71468,13.0,Dealers,client-148138,2.0
138113,,Trading Houses,client-16493,10.0
136655,,Absent,client-177582,0.0
81230,4.0,Manufacturers NH3,client-1442,5.0
118633,0.0,Outlets,client-16354,9.0
165746,8.0,Manufacturers NPK,client-30305,6.0
125623,7.0,Absent,client-61849,0.0
191687,5.0,Hardware,client-129463,4.0
183006,,Absent,client-187094,0.0
209590,2.0,Absent,client-147523,0.0
111379,5.0,Outlets,client-91717,9.0
212693,,Manufacturers NPK,client-56629,6.0
111575,21.0,Developers,client-59639,3.0
182058,2.0,Dealers,client-133706,2.0
79943,17.0,Hardware,client-114338,4.0
53393,11.0,Manufacturers Resins,client-92716,7.0
111866,,Dealers,client-3969,2.0
97029,17.0,Dealers,client-64112,2.0
108575,22.0,Outlets,client-113357,9.0
117835,,Absent,client-102430,0.0
89708,,Absent,client-169516,0.0
54738,4.0,Absent,client-152688,0.0
182454,2.0,Dealers,client-124398,2.0
59433,2.0,Absent,client-136828,0.0
89603,2.0,Developers,client-60950,3.0
184480,12.0,Dealers,client-62424,2.0
235364,7.0,Outlets,client-28318,9.0
99291,7.0,Dealers,client-97491,2.0
154362,,Absent,client-102180,0.0
88174,8.0,Developers,client-195025,3.0
105016,1.0,Absent,client-168361,0.0
62030,8.0,Wholesaler,client-139104,12.0
106071,8.0,Manufacturers NPK,client-145189,6.0
56380,2.0,Outlets,client-139053,9.0
89137,12.0,Dealers,client-194499,2.0
192373,7.0,Dealers,client-36239,2.0
66579,9.0,Dealers,client-162648,2.0
154287,18.0,Manufacturers Resins,client-153284,7.0
196219,2.0,Hardware,client-51769,4.0
217948,,Wholesaler,client-25235,12.0
227453,14.0,Hardware,client-137060,4.0
215997,12.0,Dealers,client-70882,2.0
117649,8.0,Manufacturers Resins,client-98801,7.0
62313,8.0,Manufacturers Resins,client-159176,7.0
176225,0.0,Absent,client-60304,0.0
238260,5.0,Trading Houses,client-13619,10.0
110143,13.0,Manufacturers Resins,client-54348,7.0
158534,2.0,Developers,client-40814,3.0
231978,9.0,Absent,client-100989,0.0
227802,7.0,Manufacturers NH3,client-148010,5.0
50790,19.0,Dealers,client-161198,2.0
61698,5.0,Hardware,client-183011,4.0
95819,0.0,Absent,client-76703,0.0
201401,4.0,Manufacturers Resins,client-138356,7.0
101488,,Dealers,client-90265,2.0
138545,2.0,Developers,client-146339,3.0
241384,,Outlets,client-178188,9.0
87567,,Dealers,client-39509,2.0
56868,3.0,Developers,client-127730,3.0
152992,3.0,Dealers,client-23454,2.0
95413,,Trading Houses,client-177941,10.0
176028,9.0,Outlets,client-217731,9.0
90519,,Absent,client-90196,0.0
55871,7.0,Dealers,client-14473,2.0
209318,3.0,Manufacturers Resins,client-181987,7.0
97105,1.0,Dealers,client-72667,2.0
108050,1.0,Manufacturers NPK,client-70533,6.0
205353,6.0,Outlets,client-48856,9.0
130074,5.0,Hardware,client-90782,4.0
218455,,Dealers,client-205626,2.0
205139,22.0,Absent,client-44025,0.0
123417,12.0,Hardware,client-121170,4.0
240846,0.0,Absent,client-193244,0.0
200589,12.0,Manufacturers NH3,client-94280,5.0
86302,18.0,Manufacturers NH3,client-196436,5.0
196540,18.0,Dealers,client-154395,2.0
213715,18.0,Outlets,client-171825,9.0
165408,9.0,Outlets,client-200559,9.0
126493,2.0,Outlets,client-149364,9.0
224415,4.0,Developers,client-195925,3.0
211004,4.0,Outlets,client-14350,9.0
206287,7.0,Trading Houses,client-195631,10.0
91600,3.0,Absent,client-40568,0.0
248036,5.0,Outlets,client-4433,9.0
231622,21.0,Manufacturers Resins,client-34882,7.0
170123,9.0,Dealers,client-6123,2.0
181582,8.0,Manufacturers NPK,client-203796,6.0
172940,,Absent,client-11108,0.0
92964,13.0,Dealers,client-218939,2.0
92405,13.0,Outlets,client-33451,9.0
109432,2.0,Dealers,client-67802,2.0
157686,1.0,Dealers,client-26063,2.0
189947,,Trading Houses,client-10290,10.0
186791,11.0,Absent,client-99720,0.0
179087,5.0,Outlets,client-17166,9.0
120300,11.0,Absent,client-205462,0.0
166944,23.0,Dealers,client-6514,2.0
70477,18.0,Dealers,client-13387,2.0
136748,,Dealers,client-132394,2.0
198212,8.0,Developers,client-90704,3.0
94822,5.0,Hardware,client-184409,4.0
86058,,Absent,client-81126,0.0
60998,0.0,Absent,client-116967,0.0
154524,11.0,Wholesaler,client-24276,12.0
248365,,Outlets,client-195460,9.0
98151,,Absent,client-28299,0.0
147362,13.0,Dealers,client-30117,2.0
64453,5.0,Trading Houses,client-195216,10.0
166588,5.0,Dealers,client-146345,2.0
69262,1.0,Developers,client-215304,3.0
222997,1.0,Trading Houses,client-57566,10.0
53942,1.0,Manufacturers Resins,client-60962,7.0
146050,4.0,Dealers,client-117933,2.0
97055,0.0,Dealers,client-2727,2.0
137879,22.0,Dealers,client-158355,2.0
60952,3.0,Dealers,client-100800,2.0
130522,8.0,Absent,client-61337,0.0
179279,21.0,Manufacturers Resins,client-214778,7.0
81384,8.0,Manufacturers Resins,client-50208,7.0
184699,,Manufacturers Resins,client-116838,7.0
188263,1.0,Developers,client-157776,3.0
57231,9.0,Outlets,client-205883,9.0
239418,3.0,Developers,client-133455,3.0
194509,2.0,Absent,client-116959,0.0
229135,0.0,DIY,client-2301,1.0
105786,3.0,Dealers,client-119717,2.0
108374,13.0,Manufacturers Resins,client-210786,7.0
133730,,Dealers,client-15996,2.0
132735,,Dealers,client-176412,2.0
82548,9.0,Outlets,client-156191,9.0
142457,9.0,Manufacturers NPK,client-222121,6.0
162276,1.0,Dealers,client-78313,2.0
95176,,Dealers,client-49918,2.0
121999,9.0,Developers,client-185884,3.0
115655,5.0,Developers,client-9119,3.0
61190,,Developers,client-212169,3.0
170043,17.0,Manufacturers Resins,client-190623,7.0
58901,15.0,Developers,client-122144,3.0
132889,,Dealers,client-17001,2.0
76218,0.0,Absent,client-93921,0.0
52092,7.0,Dealers,client-132148,2.0
86368,4.0,Dealers,client-185188,2.0
54221,23.0,Dealers,client-50804,2.0
51629,,Dealers,client-191348,2.0
123962,15.0,Outlets,client-179288,9.0
61107,2.0,Trading Houses,client-17732,10.0
90130,7.0,Outlets,client-158263,9.0
62613,12.0,Trading Houses,client-114810,10.0
246748,6.0,Dealers,client-181765,2.0
146827,,Outlets,client-58316,9.0
220542,22.0,Manufacturers NH3,client-22087,5.0
154832,18.0,Dealers,client-219229,2.0
171862,,Absent,client-112423,0.0
234500,5.0,Trading Houses,client-134404,10.0
136119,8.0,Developers,client-103462,3.0
214421,13.0,Dealers,client-72139,2.0
88262,0.0,Absent,client-155045,0.0
116277,5.0,Outlets,client-52387,9.0
198285,9.0,Outlets,client-87159,9.0
75008,2.0,Developers,client-161412,3.0
198943,,Wholesaler,client-109729,12.0
104334,8.0,Manufacturers Resins,client-147953,7.0
184715,,Dealers,client-147771,2.0
107447,6.0,Developers,client-121177,3.0
107330,7.0,Dealers,client-82647,2.0
212171,23.0,Wholesaler,client-7277,12.0
248340,23.0,Dealers,client-58919,2.0
199656,8.0,Manufacturers Resins,client-101210,7.0
215453,,Absent,client-142946,0.0
175738,2.0,Outlets,client-17738,9.0
86793,11.0,Outlets,client-209665,9.0
213391,6.0,Outlets,client-134128,9.0
199898,8.0,Wholesaler,client-181551,12.0
160419,4.0,Absent,client-219595,0.0
201777,2.0,Dealers,client-127870,2.0
110366,2.0,Dealers,client-131601,2.0
200261,22.0,Outlets,client-4339,9.0
133210,1.0,Trading Houses,client-32664,10.0
66456,8.0,Absent,client-3903,0.0
51797,9.0,Dealers,client-146722,2.0
201246,1.0,Outlets,client-190688,9.0
123753,12.0,Hardware,client-139839,4.0
109869,,Dealers,client-193041,2.0
77308,,Absent,client-157841,0.0
232136,,Absent,client-140180,0.0
152140,2.0,Absent,client-221519,0.0
168970,13.0,Outlets,client-67666,9.0
119621,17.0,Dealers,client-219549,2.0
85392,,Absent,client-14938,0.0
109813,9.0,Dealers,client-141324,2.0
95303,9.0,Hardware,client-106924,4.0
245345,8.0,Wholesaler,client-21152,12.0
82181,8.0,Manufacturers Resins,client-3581,7.0
212848,3.0,Developers,client-86677,3.0
201294,,Absent,client-123623,0.0
64490,9.0,Dealers,client-169924,2.0
235830,3.0,Absent,client-206932,0.0
92845,14.0,Manufacturers Resins,client-190664,7.0
192428,8.0,Developers,client-113353,3.0
114168,13.0,Dealers,client-114218,2.0
151361,,Trading Houses,client-2578,10.0
79012,7.0,Absent,client-193355,0.0
114271,,Developers,client-120398,3.0
209922,9.0,Dealers,client-217412,2.0
72861,,Dealers,client-163948,2.0
192484,7.0,Manufacturers Resins,client-164856,7.0
163789,0.0,Absent,client-2163,0.0
86454,5.0,Developers,client-152802,3.0
78273,13.0,Manufacturers Resins,client-85900,7.0
208307,9.0,Dealers,client-154522,2.0
74498,20.0,Developers,client-161898,3.0
160265,,Absent,client-175884,0.0
119361,13.0,Dealers,client-91779,2.0
213714,1.0,Dealers,client-145024,2.0
98993,9.0,Outlets,client-190135,9.0
61948,,Trading Houses,client-118876,10.0
247855,,Absent,client-115523,0.0
127782,20.0,Manufacturers NH3,client-117350,5.0
82159,2.0,Absent,client-160794,0.0
172663,1.0,Outlets,client-17056,9.0
221607,7.0,Manufacturers NPK,client-18553,6.0
158073,21.0,Manufacturers Resins,client-11501,7.0
126483,2.0,Manufacturers Resins,client-95996,7.0
244086,2.0,Trading Houses,client-154157,10.0
95031,0.0,Absent,client-40318,0.0
112312,1.0,Outlets,client-84510,9.0
94120,5.0,Absent,client-161013,0.0
203654,2.0,Dealers,client-19278,2.0
89154,8.0,Manufacturers NH3,client-157400,5.0
137913,9.0,Trading Houses,client-89182,10.0
108382,20.0,Absent,client-9953,0.0
198722,17.0,Dealers,client-186887,2.0
151545,8.0,Manufacturers NH3,client-70270,5.0
174736,15.0,Hardware,client-125499,4.0
204952,,Hardware,client-194721,4.0
198188,1.0,Dealers,client-105455,2.0
102467,9.0,Dealers,client-474,2.0
93983,4.0,Developers,client-152777,3.0
242218,7.0,Dealers,client-69395,2.0
147175,7.0,Dealers,client-42704,2.0
126037,2.0,Developers,client-163484,3.0
121822,2.0,Developers,client-155746,3.0
193867,12.0,Manufacturers Resins,client-175044,7.0
187004,12.0,Outlets,client-145832,9.0
194158,2.0,Dealers,client-55739,2.0
137884,2.0,Dealers,client-23165,2.0
158825,17.0,Dealers,client-222102,2.0
124062,7.0,Dealers,client-131321,2.0
85530,,Absent,client-165086,0.0
216038,,Dealers,client-185705,2.0
55974,5.0,Hardware,client-124074,4.0
79857,2.0,Manufacturers NH3,client-118570,5.0
159839,0.0,Dealers,client-130939,2.0
240681,3.0,Outlets,client-211062,9.0
88294,12.0,Wholesaler,client-96845,12.0
51535,,Wholesaler,client-15900,12.0
213093,,Absent,client-119834,0.0
227832,13.0,Dealers,client-71903,2.0
223815,8.0,Manufacturers Resins,client-60328,7.0
245735,15.0,Outlets,client-74120,9.0
64592,6.0,Manufacturers NPK,client-88440,6.0
61568,19.0,Dealers,client-20957,2.0
61892,17.0,Dealers,client-56781,2.0
52717,,Manufacturers Resins,client-72852,7.0
65134,12.0,Dealers,client-87689,2.0
96881,19.0,Dealers,client-161778,2.0
172360,4.0,Trading Houses,client-30605,10.0
86621,7.0,Manufacturers NH3,client-106596,5.0
137414,1.0,Manufacturers Resins,client-156379,7.0
240092,11.0,Absent,client-37861,0.0
81855,7.0,Dealers,client-27585,2.0
149506,3.0,Dealers,client-148136,2.0
78977,,Outlets,client-116624,9.0
235631,2.0,Dealers,client-133220,2.0
155892,7.0,Dealers,client-159943,2.0
191654,6.0,Dealers,client-70598,2.0
124033,9.0,Dealers,client-95393,2.0
232479,13.0,Dealers,client-125843,2.0
56678,11.0,Absent,client-205294,0.0
205954,,Dealers,client-58078,2.0
202342,20.0,Absent,client-12525,0.0
212331,22.0,Dealers,client-26177,2.0
208090,2.0,Manufacturers NH3,client-47397,5.0
71113,7.0,Dealers,client-3804,2.0
107098,3.0,Outlets,client-209003,9.0
88914,0.0,Absent,client-61453,0.0
159715,0.0,Absent,client-5799,0.0
189536,13.0,Dealers,client-212631,2.0
75492,3.0,Trading Houses,client-137704,10.0
209393,13.0,Outlets,client-134707,9.0
127271,6.0,Trading Houses,client-127061,10.0
208149,,Absent,client-215696,0.0
77946,13.0,Dealers,client-67816,2.0
51340,18.0,Dealers,client-181845,2.0
